title,total_gross,gross,return_rate,std_IMDB,std_Meta,rating,distributor,release_date,release_month,release_year,genre,mins,MPAA_rating,budget (millions),theatres,totalweek,IMDB_rating,director,stars,Metascore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPICMOVIE,"39,739,367",37425589.79 ,#VALUE!,-3.670162298,-2.422941078,-6.093103375,FOX,2007/1/26,1,2007,Comedy,86,PG-13,N/A,2801,14,2.3,"Jason Friedberg,Aaron Seltzer","Kal Penn,Jennifer Coolidge,Fred Willard",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESCAPEFIRE,"126,238","107,334",#VALUE!,#VALUE!,#VALUE!,#VALUE!,ROADSIDE ATTRACTIONS,2012/10/5,10,2012,Documentary,95,PG-13,N/A,12,19,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESCAPEFROMPLANETEARTH,"57,012,977",47772974.00 ,1.425324425,-0.273853135,-1.34771973,-1.621572865,WEINSTEIN COMPANY,2013/2/15,2,2013,Animation,89,PG,40,3288,23,5.9,Cal Brunker,"Brendan Fraser,Sarah Jessica Parker,Jessica Alba",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESCAPEFROMTOMORROW,"171,962","144,092",#VALUE!,-0.934246583,0.026174213,-0.90807237,PRODUCERS DISTRIBUTION AGENCY,2013/10/11,10,2013,Fantasy Drama,90,Unrated,N/A,30,6,5.2,Randy Moore,"Roy Abramsohn,Elena Schuber,Katelynn Rodriguez",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESCAPEPLAN,"25,135,965",21062218.91 ,#VALUE!,0.575224156,-0.51143646,0.063787696,LIONSGATE/SUMMIT,2013/10/18,10,2013,Action Thriller,116,R,N/A,2883,13,6.8,Mikael H??fstr??m,"Sylvester Stallone,Arnold Schwarzenegger,50 Cent",49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROPAREPORT,"125,687","105,317",#VALUE!,0.292198392,0.623519406,0.915717799,MAGNOLIA,2013/8/2,8,2013,Sci-Fi Thriller,90,PG-13,N/A,3,10,6.5,Sebasti??n Cordero,"Sharlto Copley,Michael Nyqvist,Christian Camargo",68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVANALMIGHTY,"100,462,298",94613000.62 ,0.574070274,-0.745562741,-1.228250692,-1.973813432,UNIVERSAL,2007/6/22,6,2007,Fantasy Comedy,90,PG,175,3604,15,5.4,Tom Shadyac,"Steve Carell,Morgan Freeman,Lauren Graham",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVANGELION10YOUARE(NOT)ALONE,"107,797","98,091",#VALUE!,#VALUE!,#VALUE!,#VALUE!,ELEVEN ARTS,2009/7/3,7,2009,Animation,98,PG-13,N/A,1,15,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVANGELION20YOUCAN(NOT)ADVANCE,"133,640","115,979",#VALUE!,#VALUE!,#VALUE!,#VALUE!,ELEVEN ARTS,2011/1/21,1,2011,Foreign,109,Unrated,N/A,15,7,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVENING,"12,492,481",11765121.21 ,#VALUE!,0.386540314,-0.750374537,-0.363834224,FOCUS FEATURES,2007/6/29,6,2007,Drama,117,PG-13,N/A,977,5,6.6,Lajos Koltai,"Vanessa Redgrave,Toni Collette,Claire Danes",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVENMONEY,"64,458","60,705",#VALUE!,#VALUE!,-1.40745425,#VALUE!,YARI FILM GROUP,2007/5/18,5,2007,Drama,108,R,N/A,6,4,NA,NA,NA,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVENTHERAIN,"518,017","449,561",#VALUE!,#VALUE!,#VALUE!,#VALUE!,VITAGRAPH,2011/2/18,2,2011,Foreign,103,Unrated,N/A,8,10,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVERLASTINGMOMENTS,"610,825","555,824",#VALUE!,#VALUE!,1.340333638,#VALUE!,IFC,2009/3/6,3,2009,Foreign,131,Unrated,N/A,5,16,-,Akira Chen,"Kai-Hsun Chuang,Hokka Lin,Chih-xing Wen",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVERYBODYSFINE,"9,208,876",8379670.65 ,0.438517905,0.952591841,-0.630905499,0.321686342,MIRAMAX,2009/12/4,12,2009,Comedy,95,PG-13,21,2133,3,7.2,Kirk Jones,"Robert De Niro,Kate Beckinsale,Sam Rockwell",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVERYBODYWANTSTOBEITALIAN,"351,416","318,686",0.117138667,-0.273853135,-1.885330404,-2.159183539,ROADSIDE ATTRACTIONS,2008/9/5,9,2008,Romantic Comedy,103,R,3,98,6,5.9,Jason Todd Ipson,"Jay Jablonski,Cerina Vincent,John Kapelos",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVERYDAY,"46,029","39,946",0.015343,-0.462536977,-0.57117098,-1.033707957,IMAGE ENTERTAINMENT,2011/1/14,1,2011,Comedy / Drama,93,R,3,3,10,5.7,Richard Levine,"Liev Schreiber,Helen Hunt,Carla Gugino",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVERYDAY,"46,029","39,946",0.015343,-0.462536977,-0.57117098,-1.033707957,IMAGE ENTERTAINMENT,2011/1/14,1,2011,Comedy / Drama,93,R,3,3,10,5.7,Richard Levine,"Liev Schreiber,Helen Hunt,Carla Gugino",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVERYDAY,"46,029","39,946",0.015343,-0.462536977,-0.153029345,-0.615566322,IMAGE ENTERTAINMENT,2011/1/14,1,2011,Comedy / Drama,93,R,3,3,10,5.7,Richard Levine,"Liev Schreiber,Helen Hunt,Carla Gugino",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVERYDAY,"46,029","39,946",0.015343,-0.462536977,-0.153029345,-0.615566322,IMAGE ENTERTAINMENT,2011/1/14,1,2011,Comedy / Drama,93,R,3,3,10,5.7,Richard Levine,"Liev Schreiber,Helen Hunt,Carla Gugino",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVERYDAY,"46,029","39,946",0.015343,0.10351455,-0.57117098,-0.46765643,IMAGE ENTERTAINMENT,2011/1/14,1,2011,Comedy / Drama,93,R,3,3,10,6.3,Michael Winterbottom,"Shirley Henderson,John Simm,Shaun Kirk",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVERYDAY,"46,029","39,946",0.015343,0.10351455,-0.57117098,-0.46765643,IMAGE ENTERTAINMENT,2011/1/14,1,2011,Comedy / Drama,93,R,3,3,10,6.3,Michael Winterbottom,"Shirley Henderson,John Simm,Shaun Kirk",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVERYDAY,"46,029","39,946",0.015343,0.10351455,-0.153029345,-0.049514794,IMAGE ENTERTAINMENT,2011/1/14,1,2011,Comedy / Drama,93,R,3,3,10,6.3,Michael Winterbottom,"Shirley Henderson,John Simm,Shaun Kirk",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVERYDAY,"46,029","39,946",0.015343,0.10351455,-0.153029345,-0.049514794,IMAGE ENTERTAINMENT,2011/1/14,1,2011,Comedy / Drama,93,R,3,3,10,6.3,Michael Winterbottom,"Shirley Henderson,John Simm,Shaun Kirk",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVERYLITTLESTEP,"1,725,141","1,569,802",#VALUE!,#VALUE!,1.101395561,#VALUE!,SONY CLASSICS,2009/4/17,4,2009,Documentary,96,PG-13,N/A,8,25,NA,NA,NA,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVERYMANFORHIMSELF(2010RE-ISSUE),"47,262","42,312",#VALUE!,#VALUE!,#VALUE!,#VALUE!,THE FILM DESK,2010/11/12,11,2010,Foreign,87,Unrated,N/A,1,17,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVERYONEELSE,"102,042","91,355",#VALUE!,#VALUE!,0.802722964,#VALUE!,CINEMA GUILD,2010/4/9,4,2010,Romance,119,Unrated,N/A,1,25,NA,NA,NA,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVERYTHINGMUSTGO,"2,711,643",2353297.57 ,0.5423286,0.197856471,0.444315848,0.64217232,ROADSIDE ATTRACTIONS,2011/5/13,5,2011,Comedy / Drama,100,R,5,218,18,6.4,Dan Rush,"Will Ferrell,Rebecca Hall,Christopher Jordan Wallace",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVERYTHINGSCOOL,"4,890","4,605",#VALUE!,#VALUE!,#VALUE!,#VALUE!,CITY LIGHTS PICTURES RELEASING,2007/11/23,11,2007,Documentary,89,Unrated,N/A,2,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVERYTHINGSGONEGREEN,"19,373","18,245",#VALUE!,#VALUE!,-0.033560306,#VALUE!,FIRST INDEPENDENT PICTURES,2007/4/13,4,2007,Comedy,95,R,N/A,1,9,NA,NA,NA,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVIDENCEOFAHAUNTING,"29,904","25,952",#VALUE!,-3.009768849,#VALUE!,#VALUE!,NOCTURNAL FEATURES,2011/8/26,8,2011,Horror,82,Unrated,N/A,10,1,3,Joey Evans,"Jessica D. Fulling,Renee Wiggins,Scott Evans",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVILBONG3-D,"91,260","79,200",#VALUE!,#VALUE!,#VALUE!,#VALUE!,FULL MOON PICTURES,2011/4/8,4,2011,Sci-Fi Comedy,86,Unrated,N/A,1,5,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVILDEAD(2013),"54,239,856","45,449,288",3.190579765,#VALUE!,-0.033560306,#VALUE!,TRISTAR,2013/4/5,4,2013,Horror,91,R,17,3025,9,NA,NA,NA,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVILINTENT,"10,454","8,760",#VALUE!,0.009172629,#VALUE!,#VALUE!,DRIVING WITH OUR EYES SHUT,2013/6/29,6,2013,Thriller,74,Unrated,N/A,1,7,6.2,Glenn Berggoetz,"Giovanna Leah,Libby Baker,Andrea Rabold",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVOCATEURTHEMORTONDOWNEYJRMOVIE,"31,313","26,238",#VALUE!,#VALUE!,#VALUE!,#VALUE!,MAGNOLIA,2013/6/7,6,2013,Documentary,90,R,N/A,5,16,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMINEDLIFE,"120,712","109,843",#VALUE!,#VALUE!,0.384581329,#VALUE!,ZEITGEIST,2009/2/25,2,2009,Documentary,87,Unrated,N/A,1,18,NA,NA,NA,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXILED,"51,957","48,932",#VALUE!,#VALUE!,0.922192003,#VALUE!,MAGNOLIA,2007/8/31,8,2007,Foreign / Action,100,R,N/A,2,3,NA,NA,NA,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXITTHROUGHTHEGIFTSHOP,"3,291,250","2,946,568",#VALUE!,#VALUE!,1.639006234,#VALUE!,PRODUCERS DISTRIBUTION AGENCY,2010/4/16,4,2010,Documentary,87,R,N/A,8,29,NA,NA,NA,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXODUSGODSANDKINGS,"65,014,513",53609243.97 ,0.464389379,-0.085169292,-0.332232902,-0.417402195,FOX,2014/12/12,12,2014,Drama,150,PG-13,140,3503,11,6.1,Ridley Scott,"Christian Bale,Joel Edgerton,Ben Kingsley",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPELLEDNOINTELLIGENCEALLOWED,"7,720,487","7,001,416",#VALUE!,#VALUE!,-2.24373752,#VALUE!,ROCKY MOUNTAIN PICTURES,2008/4/18,4,2008,Documentary,90,PG,N/A,1052,6,NA,NA,NA,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPIRED,"29,796","27,021",#VALUE!,0.009172629,0.265112291,0.274284919,MCR RELEASING,2008/6/20,6,2008,Comedy,106,Unrated,N/A,1,4,6.2,Cecilia Miniucchi,"Samantha Morton,Anthony John Crane,Gina St. John",62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPLICITILLS,"28,564","25,992",#VALUE!,-0.273853135,-0.212763864,-0.486616999,PEACE ARCH ENTERTAINMENT,2009/3/6,3,2009,Drama,87,R,N/A,1,3,5.9,Mark Webber,"Paul Dano,Rosario Dawson,Naomie Harris",54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPORTINGRAYMOND,"87,727","76,134",#VALUE!,#VALUE!,-0.153029345,#VALUE!,SAMUEL GOLDWYN,2011/4/29,4,2011,Documentary,86,PG,N/A,13,3,NA,NA,NA,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXTERMINATINGANGELS,"23,308","21,951",#VALUE!,#VALUE!,#VALUE!,#VALUE!,IFC,2007/3/7,3,2007,Foreign,100,Unrated,N/A,1,5,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXTRACT,"10,823,158",9848596.01 ,1.35289475,0.009172629,0.205377771,0.2145504,MIRAMAX,2009/9/4,9,2009,Comedy,90,R,8,1611,6,6.2,Mike Judge,"Jason Bateman,Kristen Wiig,Ben Affleck",61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXTRAORDINARYMEASURES,"12,068,313",10804439.29 ,0.389300419,0.292198392,-0.750374537,-0.458176145,CBS FILMS,2010/1/22,1,2010,Drama,106,PG,31,2549,3,6.5,Tom Vaughan,"Brendan Fraser,Keri Russell,Harrison Ford",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXTREMELYLOUDANDINCREDIBLYCLOSE,"31,847,881",27639162.32 ,#VALUE!,0.669566077,-0.690640018,-0.021073941,WARNER BROS.,2011/12/25,12,2011,Drama,129,PG-13,N/A,6,14,6.9,Stephen Daldry,"Thomas Horn,Tom Hanks,Sandra Bullock",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EYEOFTHEDOLPHIN,"72,210","68,006",#VALUE!,#VALUE!,#VALUE!,#VALUE!,"MONTEREY MEDIA, INC.",2007/8/24,8,2007,Drama,96,PG-13,N/A,130,12,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EYESWIDEOPEN,"26,258","23,508",#VALUE!,0.480882235,0.742988445,1.22387068,NEW AMERICAN VISION,2010/2/5,2,2010,Drama,90,Unrated,N/A,1,6,6.7,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FADINGGIGOLO,"3,769,873",3108537.34 ,#VALUE!,0.009172629,0.026174213,0.035346842,MILLENNIUM ENT.,2014/4/18,4,2014,Comedy,90,R,N/A,5,13,6.2,John Turturro,"John Turturro,Woody Allen,Sharon Stone",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FADOS,"129,150","117,521",#VALUE!,#VALUE!,0.742988445,#VALUE!,ZEITGEIST,2009/3/6,3,2009,Foreign,85,Unrated,N/A,1,17,NA,NA,NA,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAIRGAME(2010),"9,540,691","8,541,527",0.433667773,#VALUE!,#VALUE!,#VALUE!,SUMMIT ENTERTAINMENT,2010/11/5,11,2010,Action Thriller,108,PG-13,22,46,15,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAKERS,"49,880","46,976",#VALUE!,#VALUE!,#VALUE!,#VALUE!,INDICAN,2007/4/27,4,2007,Crime Comedy,85,R,N/A,7,5,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALLENIDOLTHEYURIGAGARINCONSPIRACY,"14,471","13,168",#VALUE!,#VALUE!,#VALUE!,#VALUE!,INDICAN,2009/10/2,10,2009,Documentary,84,PG-13,N/A,2,12,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALLING,509,479,#VALUE!,1.235617604,#VALUE!,#VALUE!,KINO,2007/6/29,6,2007,Foreign,88,Unrated,N/A,1,1,7.5,Richard Dutcher,"Richard Dutcher,Virginia Reece,Maria Eberline",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALLING,509,479,#VALUE!,1.70732721,#VALUE!,#VALUE!,KINO,2007/6/29,6,2007,Foreign,88,Unrated,N/A,1,1,8,Michael Zelniker,"Celeste Chute,Sharon Elliott,Maryanna First",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALLINGAWAKE,"1,978","1,771",#VALUE!,-0.368195056,#VALUE!,#VALUE!,IFC,2010/1/29,1,2010,Drama,110,R,N/A,1,2,5.8,Agustin,"Jenna Dewan Tatum,Nicholas Gonzalez,J.D. Williams",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALLINGAWAY,"13,869","11,792",#VALUE!,-1.122930425,#VALUE!,#VALUE!,INDICAN,2012/3/2,3,2012,Drama,#VALUE!,Unrated,N/A,2,8,5,Michael David Trozzo,"Tony Todd,Jennifer Freeman,De'Angelo Wilson",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALLINGFORGRACE,"33,060","31,135",#VALUE!,#VALUE!,#VALUE!,#VALUE!,SLOWHAND CINEMA,2007/7/20,7,2007,Romantic Comedy,98,PG-13,N/A,1,2,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALLOFHYPERION,"1,093",991,#VALUE!,#VALUE!,#VALUE!,#VALUE!,REGENT RELEASING,2008/10/10,10,2008,Action / Adventure,88,PG,N/A,1,3,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAME(2009),"22,455,510","20,433,523",1.247528333,#VALUE!,#VALUE!,#VALUE!,MGM,2009/9/25,9,2009,Music Drama,107,PG,18,3096,11,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILIARSTRANGERS,"34,068","30,895",#VALUE!,-0.462536977,#VALUE!,#VALUE!,CAVALIER FILMS,2008/11/14,11,2008,Comedy / Drama,87,PG-13,N/A,2,6,5.7,Zackary Adler,"Shawn Hatosy,DJ Qualls,Tom Bower",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FANBOYS,"688,529","626,531",#VALUE!,0.386540314,-0.750374537,-0.363834224,WEINSTEIN COMPANY,2009/2/6,2,2009,Comedy,90,PG-13,N/A,44,11,6.6,Kyle Newman,"Dan Fogler,Jay Baruchel,Kristen Bell",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FANTASTICFOURRISEOFTHESILVERSURFER,"131,921,738","124,240,752",1.0147826,#VALUE!,-0.750374537,#VALUE!,FOX,2007/6/15,6,2007,Action / Adventure,89,PG,130,3959,18,NA,NA,NA,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FANTASTICMRFOX,"21,002,919",19111729.14 ,0.525072975,1.518643368,1.519537196,3.038180564,FOX,2009/11/13,11,2009,Animation,87,PG,40,4,21,7.8,Wes Anderson,"George Clooney,Meryl Streep,Bill Murray",83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAREWELLMYQUEEN,"1,597,998","1,358,696",#VALUE!,#VALUE!,#VALUE!,#VALUE!,COHEN MEDIA GROUP,2012/7/13,7,2012,Foreign,100,R,N/A,33,12,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FARMAGEDDON,"56,573","49,097",#VALUE!,#VALUE!,0.265112291,#VALUE!,KRISTIN MARIE PRODUCTIONS,2011/6/17,6,2011,Documentary,90,Unrated,N/A,1,15,NA,NA,NA,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAROUTISNTFARENOUGHTHETOMIUNGERERSTORY,"35,647","29,870",#VALUE!,#VALUE!,0.922192003,#VALUE!,FIRST RUN,2013/6/14,6,2013,Documentary,98,Unrated,N/A,1,12,NA,NA,NA,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FASHION,"191,442","173,611",#VALUE!,0.669566077,#VALUE!,#VALUE!,UTV COMMUNICATIONS,2008/10/31,10,2008,Foreign,150,Unrated,N/A,40,3,6.9,Madhur Bhandarkar,"Priyanka Chopra,Kangana Ranaut,Mugdha Godse",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FASTANDFURIOUS,"155,064,265",141101636.04 ,1.824285471,0.386540314,-0.750374537,-0.363834224,UNIVERSAL,2009/4/3,4,2009,Action,99,PG-13,85,3461,13,6.6,Justin Lin,"Vin Diesel,Paul Walker,Michelle Rodriguez",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FASTANDFURIOUS6,"238,679,850",199997384.27 ,1.491749063,0.952591841,0.205377771,1.157969612,UNIVERSAL,2013/5/24,5,2013,Action,130,PG-13,160,3658,15,7.2,Justin Lin,"Vin Diesel,Paul Walker,Dwayne Johnson",61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FASTER,"23,240,020",20806171.09 ,0.968334167,0.292198392,-0.810109057,-0.517910664,CBS FILMS,2010/11/24,11,2010,Action,98,R,24,2454,12,6.5,George Tillman Jr.,"Dwayne Johnson,Billy Bob Thornton,Maggie Grace",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FASTFIVE,"209,837,675",182107486.51 ,1.6787014,1.046933762,0.563784887,1.610718649,UNIVERSAL,2011/4/29,4,2011,Action,130,PG-13,125,3644,15,7.3,Justin Lin,"Vin Diesel,Paul Walker,Dwayne Johnson",67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FATGIRLS,"11,204","10,552",#VALUE!,#VALUE!,-0.630905499,#VALUE!,REGENT RELEASING,2007/10/12,10,2007,Comedy,82,R,N/A,2,6,NA,NA,NA,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FATHEROFMYCHILDREN,"144,022","128,939",#VALUE!,#VALUE!,1.101395561,#VALUE!,IFC,2010/5/21,5,2010,Drama,120,Unrated,N/A,1,6,NA,NA,NA,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FATKIDRULESTHEWORLD,"41,457","35,249",5.5276E-08,0.197856471,-0.212763864,-0.014907393,OUTSIDER FILMS,2012/10/5,10,2012,Comedy,#VALUE!,R,750000,1,2,6.4,Matthew Lillard,"Jacob Wysocki,Matt O'Leary,Billy Campbell",54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAUSTJASON,"58,132","48,711",#VALUE!,0.480882235,#VALUE!,#VALUE!,LEISURE TIME,2013/11/15,11,2013,Foreign,134,Unrated,N/A,1,13,6.7,Aleksandr Sokurov,"Johannes Zeiler,Anton Adasinsky,Isolda Dychauk",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAYGRIM,"126,714","119,336",#VALUE!,#VALUE!,-0.332232902,#VALUE!,MAGNOLIA,2007/5/18,5,2007,Drama / Thriller,96,R,N/A,28,4,NA,NA,NA,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEAR(S)OFTHEDARK,"77,876","70,623",#VALUE!,#VALUE!,0.683253926,#VALUE!,IFC,2008/10/22,10,2008,Animation,80,Unrated,N/A,1,10,NA,NA,NA,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEASTOFLOVE,"3,511,074",3306645.91 ,#VALUE!,0.480882235,-0.391967422,0.088914813,MGM,2007/9/28,9,2007,Romance,102,R,N/A,1200,8,6.7,Robert Benton,"Morgan Freeman,Radha Mitchell,Alexa Davalos",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEDUP,"1,538,899","1,268,935",#VALUE!,#VALUE!,0.802722964,#VALUE!,RADIUS-TWC,2014/5/9,5,2014,Documentary,92,PG,N/A,19,16,NA,NA,NA,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEEDTHEFISH,"101,170","90,575",#VALUE!,-0.273853135,#VALUE!,#VALUE!,STRAND,2010/4/23,4,2010,Comedy,#VALUE!,Unrated,N/A,1,30,5.9,Michael Matzdorff,"Tony Shalhoub,Barry Corbin,Katie Aselton",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEELTHENOISE,"5,898,393",5554966.11 ,#VALUE!,-3.292794613,-1.287985211,-4.580779824,SONY BMG,2007/10/5,10,2007,Music Drama,86,PG-13,N/A,1015,4,2.7,Alejandro Chomski,"Omarion Grandberry,Giancarlo Esposito,Melonie Diaz",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
